"Id","Predicted","P_1","P_2","P_3","P_4","P_5","P_6","P_7","P_8","P_9","P_10","P_11","P_12","P_13","P_14","P_15","P_16","P_17","P_18","P_19","P_20","P_21","P_22"
9,14,0.30955854058265686,0.13219401240348816,0.4128381609916687,0.0773363709449768,0.08199051022529602,0.24609151482582092,0.11869201064109802,0.1665363311767578,0.1491999626159668,0.5053002834320068,0.0018676221370697021,0.054090410470962524,0.1643349826335907,0.8116406202316284,0.07008770108222961,0.02315986156463623,0.7634393572807312,0.8068270683288574,0.2953526973724365,0.00010662509885150939,0.0850931704044342,0.17406928539276123
10,3,0.14129289984703064,0.04533222317695618,0.9577329754829407,0.7736687064170837,0.008556842803955078,0.00010554894106462598,0.6462057828903198,0.2607269287109375,0.02531641721725464,0.6386921405792236,0.0009687244892120361,0.34654897451400757,0.16097211837768555,0.1318243443965912,0.1029505729675293,0.001795649528503418,0.37429460883140564,0.40107014775276184,0.10410875082015991,0.2738311290740967,0.2897989749908447,0.0869896411895752
11,16,0.1442481279373169,0.2858186364173889,0.0014688968658447266,0.45908239483833313,0.0033323466777801514,0.06955710053443909,0.10869160294532776,0.38215357065200806,0.08198389410972595,0.35331273078918457,0.001006484031677246,0.0019300878047943115,0.17735740542411804,0.00327107310295105,0.7630342841148376,0.8554985523223877,0.04721236228942871,0.012770891189575195,0.12657955288887024,0.029620230197906494,0.001390308141708374,0.00010704487067414448
12,17,0.12404733896255493,0.20010337233543396,0.01920706033706665,0.4057329297065735,0.05025109648704529,0.27054470777511597,0.11342686414718628,0.5065833926200867,0.11151236295700073,0.006057918071746826,0.43976762890815735,0.004133313894271851,0.020214438438415527,0.014441460371017456,0.06012663245201111,0.7564589381217957,0.8157089948654175,0.03011244535446167,0.0001064566386048682,0.04657256603240967,0.00873035192489624,0.690375804901123
13,9,0.4116002321243286,0.9074152112007141,0.20169144868850708,0.23311170935630798,0.2512452006340027,0.4594118893146515,0.00010557602217886597,0.7078208923339844,0.9679557085037231,0.4305054545402527,0.3234875202178955,0.3388093113899231,0.0032461583614349365,0.2400076985359192,0.0924622118473053,0.2580394148826599,0.2124936580657959,0.23517343401908875,0.31325119733810425,0.2782217860221863,0.237870991230011,0.17446541786193848
14,7,0.45574530959129333,0.06345173716545105,0.20781806111335754,0.3848513066768646,0.00010552428284427151,0.26428666710853577,0.9252890348434448,0.1623767912387848,0.15553146600723267,0.2981444299221039,0.8804289698600769,0.2528800070285797,0.0722133219242096,0.17488998174667358,0.42856594920158386,0.09222334623336792,0.07542499899864197,0.27471017837524414,0.041837483644485474,0.5022127628326416,0.2581999897956848,0.47707676887512207
15,21,0.11917862296104431,0.2934632897377014,0.20292720198631287,0.1581079363822937,0.3336668014526367,0.10054898262023926,0.4209388494491577,0.40748849511146545,0.3010822534561157,0.18857833743095398,0.33605295419692993,0.0001057650733855553,0.673264741897583,0.9197549819946289,0.3691721558570862,0.3451751470565796,0.683922290802002,0.3110763132572174,0.6749788522720337,0.4055134057998657,0.9317265748977661,0.6927400827407837
16,4,0.055212825536727905,0.15772509574890137,0.12652936577796936,0.9457706809043884,0.05423504114151001,0.0011456608772277832,0.00010557602217886597,0.14078006148338318,0.0004515349864959717,0.0005044341087341309,0.022750794887542725,0.038748204708099365,0.03924638032913208,0.12698572874069214,0.047528624534606934,0.0058685243129730225,0.2525312006473541,0.3287584185600281,0.0012210309505462646,0.05213826894760132,0.0017526745796203613,0.04849022626876831
17,12,0.31956619024276733,0.29626718163490295,0.3562992215156555,0.08083900809288025,0.367125928401947,0.40761691331863403,0.18628010153770447,0.17690777778625488,0.06561702489852905,0.24476221203804016,0.3163408637046814,0.8811835050582886,0.03200539946556091,0.024918824434280396,0.47441577911376953,0.25443553924560547,0.5426722168922424,0.2085832953453064,0.007813841104507446,0.7436067461967468,0.00010681980347726494,0.004580199718475342
18,18,0.35476744174957275,0.4413292706012726,0.4558355510234833,0.33358994126319885,0.2705078721046448,0.21884289383888245,0.31110256910324097,0.2329559624195099,0.3053295612335205,0.24103274941444397,0.08257821202278137,0.7930081486701965,0.00010581925016595051,0.29558390378952026,0.017468512058258057,0.935897946357727,0.617739200592041,0.956142783164978,0.6640488505363464,0.7214117050170898,0.33520758152008057,0.9115399718284607
19,19,0.3929067850112915,0.2320713996887207,0.47102439403533936,0.1350816786289215,0.0006472170352935791,0.002180159091949463,0.14361318945884705,0.027338385581970215,0.06332206726074219,0.3257177472114563,0.43300026655197144,0.18677586317062378,0.1164965033531189,0.06934884190559387,0.6994717717170715,0.1034824550151825,0.07625114917755127,0.3568308353424072,0.8410229682922363,0.006626099348068237,0.019414305686950684,0.00010704487067414448
20,17,0.33572694659233093,0.3444615602493286,0.15317469835281372,0.44998759031295776,0.28563743829727173,0.30030328035354614,0.3280220031738281,0.06365525722503662,0.3045262098312378,0.34892675280570984,0.08756944537162781,0.3981711268424988,0.7570897340774536,0.00010589274461381137,0.3286430239677429,0.8132375478744507,0.9615296721458435,0.6515049934387207,0.4661202132701874,0.5213143229484558,0.6467594504356384,0.1783600151538849
21,14,0.3963892459869385,0.25461119413375854,0.3677248954772949,0.2678123116493225,0.34072768688201904,0.3968598246574402,0.11746352910995483,0.2327670454978943,0.002825796604156494,0.2600093483924866,0.0012654662132263184,0.0006811916828155518,0.0004963576793670654,0.9691396951675415,0.00010597670188872144,0.0006230175495147705,0.6767942905426025,0.7073237895965576,0.3953896164894104,0.002648860216140747,0.197201669216156,0.16351187229156494
22,16,0.23911073803901672,0.3412187099456787,0.1471894383430481,0.08958834409713745,0.34133094549179077,0.3053194582462311,0.2060147523880005,0.19904005527496338,0.3316681981086731,0.32572418451309204,0.3981359899044037,0.3443160951137543,0.8100248575210571,0.49008965492248535,0.2919144034385681,0.9491255879402161,0.1470177173614502,0.00010631044278852642,0.43550699949264526,0.8111526966094971,0.5721791982650757,0.3280622959136963
23,5,0.005808651447296143,0.16335004568099976,0.023126691579818726,0.001206725835800171,0.8183361291885376,0.005564957857131958,0.00010557602217886597,0.0693204402923584,0.0005546212196350098,0.0025232434272766113,0.014697909355163574,0.11001330614089966,0.44476285576820374,0.03318259119987488,0.0031618475914001465,0.0011713802814483643,0.0013881027698516846,0.471853643655777,0.037772297859191895,0.0015847384929656982,0.010662198066711426,0.15117350220680237
24,21,0.29018887877464294,0.11139240860939026,0.3663994371891022,0.33738961815834045,0.3224617838859558,0.03304573893547058,0.12053138017654419,0.030855119228363037,0.04011604189872742,0.3163255453109741,0.09695959091186523,0.4738764762878418,0.044084399938583374,0.14904195070266724,0.3212369382381439,0.23289743065834045,0.25160980224609375,0.13115784525871277,0.27818167209625244,0.00010662509885150939,0.9385787844657898,0.5022191405296326
25,21,0.2460019588470459,0.2896875739097595,0.10453417897224426,0.2808573544025421,0.0009431540966033936,0.000497668981552124,0.24742713570594788,0.4681394696235657,0.009490817785263062,0.057128340005874634,0.09697464108467102,0.047411322593688965,0.00010581925016595051,0.013219624757766724,0.20729470252990723,0.4046183228492737,0.22094708681106567,0.745489776134491,0.032940566539764404,0.009000211954116821,0.8893581628799438,0.02716982364654541
26,10,0.7389494180679321,0.8365973830223083,0.1973009705543518,0.4220679700374603,0.5964280962944031,0.7853354215621948,0.6537264585494995,0.00010560623195488006,0.621804416179657,0.9139172434806824,0.07961443066596985,0.3558395504951477,0.004194080829620361,0.3337305784225464,0.0012002289295196533,0.3343968391418457,0.18138480186462402,0.13151106238365173,0.2854292094707489,0.43142521381378174,0.42086148262023926,0.020629018545150757
27,3,0.050234079360961914,0.01392415165901184,0.9760192632675171,0.00010550224396865815,0.6064025163650513,0.001055210828781128,0.19393140077590942,0.00034120678901672363,0.11313435435295105,0.0009062886238098145,0.062266767024993896,0.43646952509880066,0.0012823641300201416,0.15364843606948853,0.17849811911582947,0.06213301420211792,0.351106196641922,0.11503231525421143,0.0011059939861297607,0.006950050592422485,0.04492533206939697,0.02582705020904541
28,4,0.9136813879013062,0.7795302867889404,0.00010548222053330392,0.9563485383987427,0.9198119044303894,0.9497617483139038,0.05675193667411804,0.40919068455696106,0.8771345019340515,0.47090646624565125,0.27490946650505066,0.1470198929309845,0.3382411003112793,0.2614295184612274,0.016649305820465088,0.3543023467063904,0.05823022127151489,0.10828593373298645,0.0412256121635437,0.40126681327819824,0.18585488200187683,0.10933458805084229
29,7,0.41394856572151184,0.25260111689567566,0.8675535917282104,0.24469631910324097,0.25167712569236755,0.3303765058517456,0.9651410579681396,0.00010560623195488006,0.10328227281570435,0.7548629641532898,0.5390257835388184,0.24304085969924927,0.15282565355300903,0.3248579502105713,0.42510712146759033,0.2637670338153839,0.06070828437805176,0.23631933331489563,0.0828666090965271,0.23493090271949768,0.5032110214233398,0.3169258236885071
30,5,0.04155734181404114,0.048975974321365356,0.04041293263435364,0.6240454912185669,0.6805077791213989,0.028848737478256226,0.5695273280143738,0.07995644211769104,0.024878889322280884,0.030009299516677856,0.00010571868915576488,0.14908218383789062,0.3131006956100464,0.3561380207538605,0.11707276105880737,0.24218112230300903,0.15439710021018982,0.42327892780303955,0.1465546190738678,0.010892659425735474,0.07397359609603882,0.1134793758392334
31,13,0.33655664324760437,0.30872243642807007,0.14859303832054138,0.44969040155410767,0.2514791190624237,0.389413446187973,0.319486528635025,0.21178650856018066,0.14106062054634094,0.09137386083602905,0.34974706172943115,0.34190237522125244,0.8480672836303711,0.00010589274461381137,0.5875608325004578,0.5118951201438904,0.41130542755126953,0.7012088298797607,0.24689891934394836,0.795217752456665,0.5932478904724121,0.8277746438980103
32,20,0.4010719060897827,0.4249764084815979,0.369914710521698,0.02499452233314514,0.4013122022151947,0.3040507137775421,0.3285880386829376,0.20397278666496277,0.14632996916770935,0.13610193133354187,0.35460010170936584,0.7739582061767578,0.3686411380767822,0.15668532252311707,0.00010597670188872144,0.7432664036750793,0.6751638650894165,0.5555698871612549,0.07634654641151428,0.8472078442573547,0.7244724035263062,0.8088967800140381
33,5,0.05791774392127991,0.04552656412124634,0.02428877353668213,0.08437684178352356,0.8587601780891418,0.00010554894106462598,0.017432361841201782,0.0018675029277801514,0.0005185604095458984,0.017228811979293823,0.4739421010017395,0.0585346519947052,0.22198763489723206,0.25345462560653687,0.04855078458786011,0.426788866519928,0.48503389954566956,0.042968690395355225,0.06250941753387451,0.07669642567634583,0.005404084920883179,0.08591029047966003
34,13,0.45492345094680786,0.2291834056377411,0.40844017267227173,0.18894410133361816,0.11514610052108765,0.10810840129852295,0.17489716410636902,0.08282983303070068,0.3107801079750061,0.07167813181877136,0.1169048547744751,0.037726402282714844,0.7233657240867615,0.1077883243560791,0.00010597670188872144,0.1582377552986145,0.007444232702255249,0.27186813950538635,0.5028223991394043,0.0016188621520996094,0.009506314992904663,0.7001439929008484
35,3,0.630894124507904,0.28741785883903503,0.9618440866470337,0.2418142855167389,0.4314442574977875,0.4315270185470581,0.8104360103607178,0.00010560623195488006,0.6147629618644714,0.8059276342391968,0.41841137409210205,0.25450217723846436,0.18824371695518494,0.2874661087989807,0.1635611355304718,0.39826303720474243,0.02324739098548889,0.23896107077598572,0.17159751057624817,0.31275516748428345,0.369284987449646,0.24940624833106995
36,15,0.30648088455200195,0.43555185198783875,0.23813217878341675,0.3545251190662384,0.23603904247283936,0.4177088141441345,0.47726690769195557,0.33961021900177,0.35483142733573914,0.0435509979724884,0.35352757573127747,0.5228865742683411,0.00010581925016595051,0.7768667936325073,0.8977465033531189,0.7109882235527039,0.8216689229011536,0.3642897605895996,0.6880143880844116,0.3429874777793884,0.6073529720306396,0.8361608982086182
37,17,0.3163093328475952,0.5421041250228882,0.2874705195426941,0.40336066484451294,0.1389390230178833,0.09956341981887817,0.45406490564346313,0.3427731990814209,0.29203882813453674,0.20862841606140137,0.21132728457450867,0.6695092916488647,0.00010581925016595051,0.7741924524307251,0.6999761462211609,0.1595315933227539,0.8591901063919067,0.786106526851654,0.010379284620285034,0.6408945918083191,0.6633814573287964,0.26732906699180603
38,3,0.5382407903671265,0.8039807081222534,0.9212579131126404,0.43535467982292175,0.8442604541778564,0.371622234582901,0.7975939512252808,0.8219367265701294,0.00010563977411948144,0.7226937413215637,0.30941250920295715,0.329088419675827,0.3306543827056885,0.41989076137542725,0.07277387380599976,0.47750312089920044,0.08437412977218628,0.2699498236179352,0.39018213748931885,0.32120001316070557,0.3448498845100403,0.17757299542427063
39,6,0.8077840805053711,0.2961996793746948,0.16213268041610718,0.33424609899520874,0.19761133193969727,0.973896861076355,0.00010557602217886597,0.718360424041748,0.47297903895378113,0.4096277356147766,0.1898624300956726,0.00036084651947021484,0.19157645106315613,0.19480711221694946,0.14053133130073547,0.3741108775138855,0.19729676842689514,0.3202286958694458,0.26288902759552,0.19066113233566284,0.1325310468673706,0.11241525411605835
40,20,0.2306298315525055,0.39448651671409607,0.083193838596344,0.0011878609657287598,0.431540310382843,0.22535696625709534,0.30149734020233154,0.519411563873291,0.25533145666122437,0.1402503252029419,0.0024837255477905273,0.0001057650733855553,0.000333249568939209,0.0010294020175933838,0.10167783498764038,0.6256440281867981,0.00032022595405578613,0.5438079833984375,0.5270646810531616,0.8880785703659058,0.8054262399673462,0.20064011216163635
41,18,0.2668907046318054,0.19194427132606506,0.44905951619148254,0.09472188353538513,0.3457147479057312,0.0731402039527893,0.2787700891494751,0.19133231043815613,0.2508074939250946,0.37309730052948,0.24102303385734558,0.1542765498161316,0.11312052607536316,0.05193111300468445,0.7096332311630249,0.5418828725814819,0.8300322890281677,0.8443939685821533,0.0001064566386048682,0.07641264796257019,0.3914385437965393,0.23676586151123047
42,16,0.5230403542518616,0.14245390892028809,0.0902327299118042,0.2866443693637848,0.07148990035057068,0.43981972336769104,0.5254751443862915,0.012577623128890991,0.10454294085502625,0.18252968788146973,0.005531370639801025,0.0018649101257324219,0.006883352994918823,0.00010589274461381137,0.17399615049362183,0.9083800911903381,0.6565202474594116,0.627937912940979,0.31545448303222656,0.009716570377349854,0.004490017890930176,0.8572303056716919
43,5,0.8394732475280762,0.3965027630329132,0.00010548222053330392,0.4262668192386627,0.9439719915390015,0.694035530090332,0.836215615272522,0.08231136202812195,0.4451819956302643,0.9411097764968872,0.29857921600341797,0.15713617205619812,0.08505526185035706,0.1665220558643341,0.5275145769119263,0.22038692235946655,0.23391777276992798,0.36829236149787903,0.44711601734161377,0.05833858251571655,0.02989143133163452,0.3861348628997803
44,8,0.138323575258255,0.00010546401608735323,0.3362426161766052,0.4618096351623535,0.636510968208313,0.2631921172142029,0.1555860936641693,0.8680087924003601,0.42902541160583496,0.39109617471694946,0.09397998452186584,0.1839146912097931,0.29079490900039673,0.24324390292167664,0.00027066469192504883,0.09326192736625671,0.27219700813293457,0.016876190900802612,0.11827090382575989,0.028203338384628296,0.09462130069732666,0.2234339416027069
45,7,0.030796796083450317,0.8068328499794006,0.6353936195373535,0.26550254225730896,0.024539977312088013,0.0213547945022583,0.8656282424926758,0.0004728734493255615,0.013798713684082031,0.06430092453956604,0.00010571868915576488,0.21496105194091797,0.3479592800140381,0.10483014583587646,0.42022523283958435,0.19628813862800598,0.00226593017578125,0.499481737613678,0.2736945152282715,0.11292245984077454,0.0014733374118804932,0.4581327736377716
46,21,0.22762936353683472,0.34962040185928345,0.18267038464546204,0.2138971984386444,0.037935853004455566,0.42863669991493225,0.33424773812294006,0.48833057284355164,0.0717090368270874,0.29522988200187683,0.1419546902179718,0.04285019636154175,0.010181039571762085,0.005717158317565918,0.00010597670188872144,0.16398891806602478,0.0016379952430725098,0.754686176776886,0.01609709858894348,0.6185097694396973,0.7719281911849976,0.3153892755508423
47,13,0.13965612649917603,0.3713743984699249,0.5039610862731934,0.16163155436515808,0.48520171642303467,0.24308550357818604,0.1664879024028778,0.1851075291633606,0.4400750994682312,0.12534689903259277,0.24271085858345032,0.21604081988334656,0.9280721545219421,0.39874377846717834,0.744869589805603,0.032122135162353516,0.03592616319656372,0.1330857276916504,0.0001064566386048682,0.0012713074684143066,0.016970962285995483,0.3852705955505371
48,18,0.187469482421875,0.3402065634727478,0.39214515686035156,0.3873535990715027,0.16946133971214294,0.14668986201286316,0.31231921911239624,0.38223758339881897,0.19039520621299744,0.1672685146331787,0.22118982672691345,0.5682870149612427,0.2416217029094696,0.2360030710697174,0.23525658249855042,0.24153268337249756,0.4574909210205078,0.87674880027771,0.22878241539001465,0.6668359041213989,0.8656032681465149,0.00010704487067414448
49,16,0.31868961453437805,0.3604671061038971,0.4812304973602295,0.1777285635471344,0.2539409399032593,0.10254654288291931,0.3159198760986328,0.3643079102039337,0.34066036343574524,0.46543604135513306,0.10321220755577087,0.8644915819168091,0.8365524411201477,0.23190045356750488,0.6246212124824524,0.9443199634552002,0.7486168146133423,0.48861756920814514,0.17706218361854553,0.18574565649032593,0.7224659323692322,0.00010704487067414448
50,7,0.6417346000671387,0.4864087998867035,0.7778167724609375,0.24011197686195374,0.5084246397018433,0.2510979175567627,0.9430675506591797,0.0651293694972992,0.5533577799797058,0.00010567715798970312,0.5681663155555725,0.2895381450653076,0.04585397243499756,0.266654372215271,0.3037266135215759,0.24490901827812195,0.276118665933609,0.3293865919113159,0.4111536741256714,0.1285249888896942,0.041175127029418945,0.3214064836502075
51,22,0.09876146912574768,0.32664597034454346,0.004844218492507935,0.48181912302970886,0.05438050627708435,0.06968340277671814,0.08027103543281555,0.17611581087112427,0.27286869287490845,0.002379119396209717,0.42623376846313477,0.00119781494140625,0.018477588891983032,0.015490055084228516,0.048226118087768555,0.00010607295553199947,0.03484216332435608,0.07469451427459717,0.26782190799713135,0.020917952060699463,0.7608034610748291,0.8493232727050781
52,20,0.28843069076538086,0.44248300790786743,0.32741501927375793,0.46023547649383545,0.2950095534324646,0.2920115292072296,0.09269082546234131,0.07181334495544434,0.4384303689002991,0.4933256506919861,0.25891584157943726,0.41165482997894287,0.7460081577301025,0.05718538165092468,0.36840492486953735,0.3458199203014374,0.7196939587593079,0.018597781658172607,0.06315562129020691,0.7615965604782104,0.0011595487594604492,0.00010704487067414448
53,12,0.3214280605316162,0.168368399143219,0.4233438968658447,0.003574967384338379,0.11251509189605713,0.009010225534439087,0.08956605195999146,0.0515194833278656,0.0592210590839386,0.26167723536491394,0.42424464225769043,0.9138839244842529,0.0002773404121398926,0.003049135208129883,0.7813174724578857,0.004153639078140259,0.0018090605735778809,0.09516972303390503,0.7844142317771912,0.008950352668762207,0.05207738280296326,0.00010704487067414448
54,17,0.2777709662914276,0.474687784910202,0.0893566906452179,0.3983348608016968,0.019511491060256958,0.0010512173175811768,0.10454332828521729,0.4770607352256775,0.24143221974372864,0.1034783124923706,0.13024276494979858,0.015637964010238647,0.00010581925016595051,0.013581633567810059,0.0022245943546295166,0.05344662070274353,0.9329800605773926,0.2766069769859314,0.05798801779747009,0.03479990363121033,0.649648129940033,0.5966284275054932
55,5,0.1276869773864746,0.8375108242034912,0.6775623559951782,0.0012496709823608398,0.8584425449371338,0.8098212480545044,0.06795206665992737,0.7865239381790161,0.00010563977411948144,0.7552226185798645,0.7894454598426819,0.49221402406692505,0.22028040885925293,0.40529173612594604,0.001414269208908081,0.4650079905986786,0.05175557732582092,0.36100494861602783,0.5310474634170532,0.42650270462036133,0.4403635263442993,0.036932557821273804
56,4,0.00010544762335484847,0.7931395173072815,0.6420628428459167,0.9321140050888062,0.7523161768913269,0.5256091952323914,0.038662225008010864,0.006402105093002319,0.2993159294128418,0.3812375068664551,0.6647931337356567,0.2834547758102417,0.021656036376953125,0.33734744787216187,0.220601886510849,0.07121911644935608,0.32492202520370483,0.3896528482437134,0.1283826231956482,0.24426662921905518,0.29292285442352295,0.12224030494689941
57,16,0.26051077246665955,0.3121027946472168,0.09936898946762085,0.30077967047691345,0.45597606897354126,0.2821910083293915,0.04916980862617493,0.31542325019836426,0.40123817324638367,0.13714313507080078,0.4311280846595764,0.8379161357879639,0.2565460205078125,0.8375273942947388,0.7613470554351807,0.9480592012405396,0.5932412147521973,0.2136496901512146,0.35211700201034546,0.5355204343795776,0.00010681980347726494,0.6873829364776611
58,1,0.9760977029800415,0.18151110410690308,0.00010548222053330392,0.42051827907562256,0.3236987590789795,0.21719342470169067,0.25049686431884766,0.20774111151695251,0.39172473549842834,0.7216048836708069,0.44787412881851196,0.1845833659172058,0.23853132128715515,0.18655744194984436,0.3803005516529083,0.2938576340675354,0.2856484353542328,0.1462804079055786,0.1733693778514862,0.02434048056602478,0.1492505669593811,0.08050578832626343
59,1,0.8601626753807068,0.4472401738166809,0.012146562337875366,0.013619601726531982,0.5090060830116272,0.5589289665222168,0.014577507972717285,0.489124596118927,0.8595484495162964,0.6336578130722046,0.00010571868915576488,0.37430134415626526,0.4104607105255127,0.269735723733902,0.15926942229270935,0.014660894870758057,0.042702436447143555,0.033508896827697754,0.3878832161426544,0.11433544754981995,0.3623492419719696,0.010883629322052002
60,4,0.8704520463943481,0.4767802655696869,0.6531808376312256,0.895540714263916,0.5076168775558472,0.5731671452522278,0.7779549956321716,0.00010560623195488006,0.259985089302063,0.15753942728042603,0.7461042404174805,0.3316395878791809,0.38571345806121826,0.3652966022491455,0.4465194344520569,0.21853196620941162,0.27231547236442566,0.12357410788536072,0.0038888156414031982,0.3499254882335663,0.10596641898155212,0.508323609828949
61,13,0.4726657569408417,0.4551106095314026,0.3263358771800995,0.388809472322464,0.2654682397842407,0.07494166493415833,0.022397935390472412,0.16006386280059814,0.19673925638198853,0.3209134340286255,0.13140705227851868,0.16818368434906006,0.8222306966781616,0.10623630881309509,0.7158074378967285,0.7827396988868713,0.6097202897071838,0.00010631044278852642,0.3347342610359192,0.8002362251281738,0.7528268694877625,0.16572284698486328
62,1,0.821662425994873,0.7569774985313416,0.06721684336662292,0.00010550224396865815,0.011978209018707275,0.1516689956188202,0.05232644081115723,0.5854960680007935,0.04469868540763855,0.1756804883480072,0.8049735426902771,0.38022345304489136,0.036715537309646606,0.4104170501232147,0.011042118072509766,0.061951279640197754,0.3013313412666321,0.002858072519302368,0.4778445065021515,0.1087961494922638,0.11711752414703369,0.1632785201072693
63,8,0.10944655537605286,0.31455641984939575,0.00010548222053330392,0.0007340908050537109,0.5346018671989441,0.20259758830070496,0.004125744104385376,0.8466061353683472,0.6939749717712402,0.24418604373931885,0.66890549659729,0.4073977768421173,0.27537214756011963,0.1624836027622223,0.19459736347198486,0.3223116993904114,0.0030453503131866455,0.11443796753883362,0.5107961297035217,0.4327598810195923,0.5274854898452759,0.23149549961090088
64,18,0.31891658902168274,0.34106236696243286,0.32206785678863525,0.31774798035621643,0.3450753688812256,0.2623476982116699,0.20556774735450745,0.23175352811813354,0.30870509147644043,0.34820640087127686,0.16419696807861328,0.23839250206947327,0.5006027221679688,0.5778437852859497,0.08451369404792786,0.00010607295553199947,0.6863898038864136,0.9315179586410522,0.8768677711486816,0.6308448910713196,0.5548645257949829,0.8170632123947144
65,7,0.03405675292015076,0.10270795226097107,0.00010548222053330392,0.5643585324287415,0.02661910653114319,0.06984001398086548,0.7952389121055603,0.30931198596954346,0.0010919570922851562,0.0005245208740234375,0.0013802051544189453,0.2484620213508606,0.23024120926856995,0.3942715525627136,0.03670099377632141,0.09418010711669922,0.0024749040603637695,0.19825869798660278,0.0016584992408752441,0.31567299365997314,0.004777580499649048,0.14172586798667908
66,10,0.8675347566604614,0.0169144868850708,0.516767680644989,0.34217435121536255,0.589959442615509,0.750478982925415,0.14864367246627808,0.23622024059295654,0.31893083453178406,0.9463268518447876,0.00010571868915576488,0.29374974966049194,0.43603286147117615,0.39975377917289734,0.3778422474861145,0.11335891485214233,0.4396400451660156,0.060818642377853394,0.2797405421733856,0.1830778419971466,0.15780425071716309,0.0017338097095489502
